student_username,contact_name,relation,mobile,notes
dps.stu.01293,Vyas Family,Parent,+91-9600001293,Generated local testing contact
dps.stu.01294,Dave Family,Parent,+91-9600001294,Generated local testing contact
dps.stu.01295,Bhatt Family,Parent,+91-9600001295,Generated local testing contact
dps.stu.01296,Panchal Family,Parent,+91-9600001296,Generated local testing contact
dps.stu.01297,Makwana Family,Parent,+91-9600001297,Generated local testing contact
dps.stu.01298,Jadeja Family,Parent,+91-9600001298,Generated local testing contact
dps.stu.01299,Gohil Family,Parent,+91-9600001299,Generated local testing contact
dps.stu.01300,Barot Family,Parent,+91-9600001300,Generated local testing contact
dps.stu.01301,Patel Family,Parent,+91-9600001301,Generated local testing contact
dps.stu.01302,Shah Family,Parent,+91-9600001302,Generated local testing contact
dps.stu.01303,Desai Family,Parent,+91-9600001303,Generated local testing contact
dps.stu.01304,Mehta Family,Parent,+91-9600001304,Generated local testing contact
dps.stu.01305,Joshi Family,Parent,+91-9600001305,Generated local testing contact
dps.stu.01306,Trivedi Family,Parent,+91-9600001306,Generated local testing contact
dps.stu.01307,Parmar Family,Parent,+91-9600001307,Generated local testing contact
dps.stu.01308,Solanki Family,Parent,+91-9600001308,Generated local testing contact
dps.stu.01309,Thakkar Family,Parent,+91-9600001309,Generated local testing contact
dps.stu.01310,Prajapati Family,Parent,+91-9600001310,Generated local testing contact
dps.stu.01311,Chauhan Family,Parent,+91-9600001311,Generated local testing contact
dps.stu.01312,Rathod Family,Parent,+91-9600001312,Generated local testing contact
dps.stu.01313,Vyas Family,Parent,+91-9600001313,Generated local testing contact
dps.stu.01314,Dave Family,Parent,+91-9600001314,Generated local testing contact
dps.stu.01315,Bhatt Family,Parent,+91-9600001315,Generated local testing contact
dps.stu.01316,Panchal Family,Parent,+91-9600001316,Generated local testing contact
dps.stu.01317,Makwana Family,Parent,+91-9600001317,Generated local testing contact
dps.stu.01318,Jadeja Family,Parent,+91-9600001318,Generated local testing contact
dps.stu.01319,Gohil Family,Parent,+91-9600001319,Generated local testing contact
dps.stu.01320,Barot Family,Parent,+91-9600001320,Generated local testing contact
dps.stu.01321,Patel Family,Parent,+91-9600001321,Generated local testing contact
dps.stu.01322,Shah Family,Parent,+91-9600001322,Generated local testing contact
dps.stu.01323,Desai Family,Parent,+91-9600001323,Generated local testing contact
dps.stu.01324,Mehta Family,Parent,+91-9600001324,Generated local testing contact
dps.stu.01325,Joshi Family,Parent,+91-9600001325,Generated local testing contact
dps.stu.01326,Trivedi Family,Parent,+91-9600001326,Generated local testing contact
dps.stu.01327,Parmar Family,Parent,+91-9600001327,Generated local testing contact
dps.stu.01328,Solanki Family,Parent,+91-9600001328,Generated local testing contact
dps.stu.01329,Thakkar Family,Parent,+91-9600001329,Generated local testing contact
dps.stu.01330,Prajapati Family,Parent,+91-9600001330,Generated local testing contact
dps.stu.01331,Chauhan Family,Parent,+91-9600001331,Generated local testing contact
dps.stu.01332,Rathod Family,Parent,+91-9600001332,Generated local testing contact
dps.stu.01333,Vyas Family,Parent,+91-9600001333,Generated local testing contact
dps.stu.01334,Dave Family,Parent,+91-9600001334,Generated local testing contact
dps.stu.01335,Bhatt Family,Parent,+91-9600001335,Generated local testing contact
dps.stu.01336,Panchal Family,Parent,+91-9600001336,Generated local testing contact
dps.stu.01337,Makwana Family,Parent,+91-9600001337,Generated local testing contact
dps.stu.01338,Jadeja Family,Parent,+91-9600001338,Generated local testing contact
dps.stu.01339,Gohil Family,Parent,+91-9600001339,Generated local testing contact
dps.stu.01340,Barot Family,Parent,+91-9600001340,Generated local testing contact
dps.stu.01341,Patel Family,Parent,+91-9600001341,Generated local testing contact
dps.stu.01342,Shah Family,Parent,+91-9600001342,Generated local testing contact
dps.stu.01343,Desai Family,Parent,+91-9600001343,Generated local testing contact
dps.stu.01344,Mehta Family,Parent,+91-9600001344,Generated local testing contact
dps.stu.01345,Joshi Family,Parent,+91-9600001345,Generated local testing contact
dps.stu.01346,Trivedi Family,Parent,+91-9600001346,Generated local testing contact
dps.stu.01347,Parmar Family,Parent,+91-9600001347,Generated local testing contact
dps.stu.01348,Solanki Family,Parent,+91-9600001348,Generated local testing contact
dps.stu.01349,Thakkar Family,Parent,+91-9600001349,Generated local testing contact
dps.stu.01350,Prajapati Family,Parent,+91-9600001350,Generated local testing contact
dps.stu.01351,Chauhan Family,Parent,+91-9600001351,Generated local testing contact
dps.stu.01352,Rathod Family,Parent,+91-9600001352,Generated local testing contact
dps.stu.01353,Vyas Family,Parent,+91-9600001353,Generated local testing contact
dps.stu.01354,Dave Family,Parent,+91-9600001354,Generated local testing contact
dps.stu.01355,Bhatt Family,Parent,+91-9600001355,Generated local testing contact
dps.stu.01356,Panchal Family,Parent,+91-9600001356,Generated local testing contact
dps.stu.01357,Makwana Family,Parent,+91-9600001357,Generated local testing contact
dps.stu.01358,Jadeja Family,Parent,+91-9600001358,Generated local testing contact
dps.stu.01359,Gohil Family,Parent,+91-9600001359,Generated local testing contact
dps.stu.01360,Barot Family,Parent,+91-9600001360,Generated local testing contact
dps.stu.01361,Patel Family,Parent,+91-9600001361,Generated local testing contact
dps.stu.01362,Shah Family,Parent,+91-9600001362,Generated local testing contact
dps.stu.01363,Desai Family,Parent,+91-9600001363,Generated local testing contact
dps.stu.01364,Mehta Family,Parent,+91-9600001364,Generated local testing contact
dps.stu.01365,Joshi Family,Parent,+91-9600001365,Generated local testing contact
dps.stu.01366,Trivedi Family,Parent,+91-9600001366,Generated local testing contact
dps.stu.01367,Parmar Family,Parent,+91-9600001367,Generated local testing contact
dps.stu.01368,Solanki Family,Parent,+91-9600001368,Generated local testing contact
dps.stu.01369,Thakkar Family,Parent,+91-9600001369,Generated local testing contact
dps.stu.01370,Prajapati Family,Parent,+91-9600001370,Generated local testing contact
dps.stu.01371,Chauhan Family,Parent,+91-9600001371,Generated local testing contact
dps.stu.01372,Rathod Family,Parent,+91-9600001372,Generated local testing contact
dps.stu.01373,Vyas Family,Parent,+91-9600001373,Generated local testing contact
dps.stu.01374,Dave Family,Parent,+91-9600001374,Generated local testing contact
dps.stu.01375,Bhatt Family,Parent,+91-9600001375,Generated local testing contact
dps.stu.01376,Panchal Family,Parent,+91-9600001376,Generated local testing contact
dps.stu.01377,Makwana Family,Parent,+91-9600001377,Generated local testing contact
dps.stu.01378,Jadeja Family,Parent,+91-9600001378,Generated local testing contact
dps.stu.01379,Gohil Family,Parent,+91-9600001379,Generated local testing contact
dps.stu.01380,Barot Family,Parent,+91-9600001380,Generated local testing contact
dps.stu.01381,Patel Family,Parent,+91-9600001381,Generated local testing contact
dps.stu.01382,Shah Family,Parent,+91-9600001382,Generated local testing contact
dps.stu.01383,Desai Family,Parent,+91-9600001383,Generated local testing contact
dps.stu.01384,Mehta Family,Parent,+91-9600001384,Generated local testing contact
dps.stu.01385,Joshi Family,Parent,+91-9600001385,Generated local testing contact
dps.stu.01386,Trivedi Family,Parent,+91-9600001386,Generated local testing contact
dps.stu.01387,Parmar Family,Parent,+91-9600001387,Generated local testing contact
dps.stu.01388,Solanki Family,Parent,+91-9600001388,Generated local testing contact
dps.stu.01389,Thakkar Family,Parent,+91-9600001389,Generated local testing contact
dps.stu.01390,Prajapati Family,Parent,+91-9600001390,Generated local testing contact
dps.stu.01391,Chauhan Family,Parent,+91-9600001391,Generated local testing contact
dps.stu.01392,Rathod Family,Parent,+91-9600001392,Generated local testing contact
dps.stu.01393,Vyas Family,Parent,+91-9600001393,Generated local testing contact
dps.stu.01394,Dave Family,Parent,+91-9600001394,Generated local testing contact
dps.stu.01395,Bhatt Family,Parent,+91-9600001395,Generated local testing contact
dps.stu.01396,Panchal Family,Parent,+91-9600001396,Generated local testing contact
dps.stu.01397,Makwana Family,Parent,+91-9600001397,Generated local testing contact
dps.stu.01398,Jadeja Family,Parent,+91-9600001398,Generated local testing contact
dps.stu.01399,Gohil Family,Parent,+91-9600001399,Generated local testing contact
dps.stu.01400,Barot Family,Parent,+91-9600001400,Generated local testing contact
dps.stu.01401,Patel Family,Parent,+91-9600001401,Generated local testing contact
dps.stu.01402,Shah Family,Parent,+91-9600001402,Generated local testing contact
dps.stu.01403,Desai Family,Parent,+91-9600001403,Generated local testing contact
dps.stu.01404,Mehta Family,Parent,+91-9600001404,Generated local testing contact
dps.stu.01405,Joshi Family,Parent,+91-9600001405,Generated local testing contact
dps.stu.01406,Trivedi Family,Parent,+91-9600001406,Generated local testing contact
dps.stu.01407,Parmar Family,Parent,+91-9600001407,Generated local testing contact
dps.stu.01408,Solanki Family,Parent,+91-9600001408,Generated local testing contact
dps.stu.01409,Thakkar Family,Parent,+91-9600001409,Generated local testing contact
dps.stu.01410,Prajapati Family,Parent,+91-9600001410,Generated local testing contact
dps.stu.01411,Chauhan Family,Parent,+91-9600001411,Generated local testing contact
dps.stu.01412,Rathod Family,Parent,+91-9600001412,Generated local testing contact
dps.stu.01413,Vyas Family,Parent,+91-9600001413,Generated local testing contact
dps.stu.01414,Dave Family,Parent,+91-9600001414,Generated local testing contact
dps.stu.01415,Bhatt Family,Parent,+91-9600001415,Generated local testing contact
dps.stu.01416,Panchal Family,Parent,+91-9600001416,Generated local testing contact
dps.stu.01417,Makwana Family,Parent,+91-9600001417,Generated local testing contact
dps.stu.01418,Jadeja Family,Parent,+91-9600001418,Generated local testing contact
dps.stu.01419,Gohil Family,Parent,+91-9600001419,Generated local testing contact
dps.stu.01420,Barot Family,Parent,+91-9600001420,Generated local testing contact
dps.stu.01421,Patel Family,Parent,+91-9600001421,Generated local testing contact
dps.stu.01422,Shah Family,Parent,+91-9600001422,Generated local testing contact
dps.stu.01423,Desai Family,Parent,+91-9600001423,Generated local testing contact
dps.stu.01424,Mehta Family,Parent,+91-9600001424,Generated local testing contact
dps.stu.01425,Joshi Family,Parent,+91-9600001425,Generated local testing contact
dps.stu.01426,Trivedi Family,Parent,+91-9600001426,Generated local testing contact
dps.stu.01427,Parmar Family,Parent,+91-9600001427,Generated local testing contact
dps.stu.01428,Solanki Family,Parent,+91-9600001428,Generated local testing contact
dps.stu.01429,Thakkar Family,Parent,+91-9600001429,Generated local testing contact
dps.stu.01430,Prajapati Family,Parent,+91-9600001430,Generated local testing contact
dps.stu.01431,Chauhan Family,Parent,+91-9600001431,Generated local testing contact
dps.stu.01432,Rathod Family,Parent,+91-9600001432,Generated local testing contact
dps.stu.01433,Vyas Family,Parent,+91-9600001433,Generated local testing contact
dps.stu.01434,Dave Family,Parent,+91-9600001434,Generated local testing contact
dps.stu.01435,Bhatt Family,Parent,+91-9600001435,Generated local testing contact
dps.stu.01436,Panchal Family,Parent,+91-9600001436,Generated local testing contact
dps.stu.01437,Makwana Family,Parent,+91-9600001437,Generated local testing contact
dps.stu.01438,Jadeja Family,Parent,+91-9600001438,Generated local testing contact
dps.stu.01439,Gohil Family,Parent,+91-9600001439,Generated local testing contact
dps.stu.01440,Barot Family,Parent,+91-9600001440,Generated local testing contact
dps.stu.01441,Patel Family,Parent,+91-9600001441,Generated local testing contact
dps.stu.01442,Shah Family,Parent,+91-9600001442,Generated local testing contact
dps.stu.01443,Desai Family,Parent,+91-9600001443,Generated local testing contact
dps.stu.01444,Mehta Family,Parent,+91-9600001444,Generated local testing contact
dps.stu.01445,Joshi Family,Parent,+91-9600001445,Generated local testing contact
dps.stu.01446,Trivedi Family,Parent,+91-9600001446,Generated local testing contact
dps.stu.01447,Parmar Family,Parent,+91-9600001447,Generated local testing contact
dps.stu.01448,Solanki Family,Parent,+91-9600001448,Generated local testing contact
dps.stu.01449,Thakkar Family,Parent,+91-9600001449,Generated local testing contact
dps.stu.01450,Prajapati Family,Parent,+91-9600001450,Generated local testing contact
dps.stu.01451,Chauhan Family,Parent,+91-9600001451,Generated local testing contact
dps.stu.01452,Rathod Family,Parent,+91-9600001452,Generated local testing contact
dps.stu.01453,Vyas Family,Parent,+91-9600001453,Generated local testing contact
dps.stu.01454,Dave Family,Parent,+91-9600001454,Generated local testing contact
dps.stu.01455,Bhatt Family,Parent,+91-9600001455,Generated local testing contact
dps.stu.01456,Panchal Family,Parent,+91-9600001456,Generated local testing contact
dps.stu.01457,Makwana Family,Parent,+91-9600001457,Generated local testing contact
dps.stu.01458,Jadeja Family,Parent,+91-9600001458,Generated local testing contact
dps.stu.01459,Gohil Family,Parent,+91-9600001459,Generated local testing contact
dps.stu.01460,Barot Family,Parent,+91-9600001460,Generated local testing contact
dps.stu.01461,Patel Family,Parent,+91-9600001461,Generated local testing contact
dps.stu.01462,Shah Family,Parent,+91-9600001462,Generated local testing contact
dps.stu.01463,Desai Family,Parent,+91-9600001463,Generated local testing contact
dps.stu.01464,Mehta Family,Parent,+91-9600001464,Generated local testing contact
dps.stu.01465,Joshi Family,Parent,+91-9600001465,Generated local testing contact
dps.stu.01466,Trivedi Family,Parent,+91-9600001466,Generated local testing contact
